O	The EVRP was first studied by Conrad and Figliozzi (2011) assuming a constant recharging time.
O	Erdo˘gan and Miller-Hooks (2012) then studied the routing of alternative fuel vehicles (AFVs) which are refueled up to the tank capacity at alternative fuel stations within a constant amount of time.
P	Schneider et al. (2014) introduced time windows and a linear charging function assuming that the battery is fully recharged.
P	The full charge assumption was first relaxed and models were developed to allow partial charging (Bruglieri et al., 2015; Keskin and C¸ atay, 2016).
O	Some models take into account the fact that the stations have different chargers (Felipe et al., 2014; Sassi et al., 2014; Li-ying and Yuan-bin, 2015; Keskin and C¸ atay, 2018). 
O	Some of them consider a mixed fleet composed of EVs with different characteristics (Desaulniers et al., 2016) whereas in other studies, the fleet includes different ICEVs as well (Sassi et al., 2014; Goeke and Schneider, 2015; Hiermann et al., 2018; Kopfer and Vornhusen, 2018).
O	Some recent papers have dealt with both the location of the stations and the routing (Li-ying and Yuan-bin, 2015; Yang and Sun, 2015; Paz et al., 2018; Schiffer and Walther, 2017). 
P	Although recharging is performed at charging stations in most studies, some papers consider battery swap stations (BSS) where the discharged battery is replaced with a fully recharged one (Liao et al., 2016; Masmoudi et al., 2018; Paz et al., 2018; Wang et al., 2018; Jie et al., 2019), and wireless charging systems (WCS) where the battery is recharged by an inductive charging system placed along the roads while the EV is traveling (Li et al., 2018).
O	Some recent studies have considered EVs within the context of the two-echelon VRP (Jie et al., 2019; Breunig et al., 2018), technician routing (Villegas et al., 2018), reverse logistics (Zhang et al., 2018c), and pick-up and delivery problem (Grandinetti et al., 2016; Madankumar and Rajendran, 2018).
O	Finally, the linear charging function was relaxed by Montoya et al. (2017) and Froger et al. (2017, 2019) who used a concave piecewise linear function.
P	Afroditi et al. (2014) and Pelletier et al. (2016) reviewed EVs in goods distribution.
N	Regarding the unknown service times at the stations, in Sweda et al. (2017) the stations are unavailable with a certain probability.
P	Froger et al. (2017) solved a related problem in which the stations have limited number of chargers (one, two or three) and an EV may need to wait for service if the chargers are busy with recharging other EVs in the fleet.
O	Recently, Bruglieri et al. (2018) studied the waiting times at the alternative fuel stations. 
P	Kullman et al. (2018) introduced EVRP with public-private recharging strategy where the company owns a charger in its depot but the EVs may recharge at public stations as well.
O	Static models include deterministic (Malandraki and Daskin, 1992; Jung and Haghani, 2001; Hashimoto et al., 2008; Jabali et al., 2012; Franceschetti et al., 2017) or stochastic features (Van Woensel et al., 2008; Nahum and Hadas, 2009; Ta¸s et al., 2013; Huang et al., 2017; C¸ imen and Soysal, 2017) whereas Fleischmann et al. (2004), Haghani and Jung (2005), Potvin et al. (2006) and Schilde et al. (2014) deal with dynamic models.
O	Malandraki and Daskin (1992) represented the time-varying travel times during the day by assigning to each arc a travel time function which is a step function of the departure time.
P	Their model was later improved by Ichoua et al. (2003) and Fleischmann et al. (2004) who ensured that a vehicle entering an arc later than another vehicle cannot leave the same arc earlier, which is known as the non-passing or first-in-first-out (FIFO) property.
O	Ichoua et al. (2003) assumed travel speeds that change when the boundary between two consecutive time periods is crossed.
P	Fleischmann et al. (2004) introduced smooth travel time functions.
O	Time windows were considered by Jung and Haghani (2001), Soler et al. (2009), Dabia et al. (2012), Harwood et al. (2013), Wen and Eglese (2015), Kumar et al. (2016), and Spliet et al. (2017) while Ta¸s et al. (2014) addressed the case with stochastic and time-dependent travel times assuming soft time windows.
O	The other VRP variants that deal with time-dependent travel times include pick-up and delivery problems (Zhang et al., 2014; Sun et al., 2018), the orienteering problem (Verbeeck et al., 2014; Black et al., 2015; Verbeeck et al., 2016; Sun et al., 2018), the dial-a-ride problem (Schilde et al., 2014), the inventory routing problem (Cho et al., 2014), green logistics problems (Jabali et al., 2012; Soysal et al., 2015; Norouzi et al., 2017; Franceschetti et al., 2013, 2017; C¸ imen and Soysal 2017; Heni et al., 2018, Zhang et al., 2018a; Rabbani et al., 2018), and city logistics problems (Mancini 2014; Rincon-Garcia et al., 2018).
O	Tas et al (2016) considered the time-dependent service times within the context of the traveling salesman problem.
P	A comprehensive review of the time-dependent VRP is provided by Gendreau et al. (2015).
O	The energy transferred is assumed to be a concave function of the charging time (Montoya et al., 2017) and the cost of charging is proportional to the amount of energy transferred. 
O	In this study, we assume that the EVs operate between 10% and 90% of the battery SoC to minimize the degradation (Pelletier et al., 2017).
O	The charging function is known to be concave (Pelletier et al. 2017).
O	Hence, we adopt a nonlinear charging function and approximate it by a piecewise linear function as in Montoya et al. (2017). 
O	Unlike what is done in Montoya et al. (2017), we assume that all stations are equipped with the same charger type; hence the vehicles are always subject to the same charging function.
N	Matheuristics have been used in vehicle routing problems successfully (Archetti and Speranza, 2014).
P	The ALNS metaheuristic, proposed by Ropke and Pisinger (2006a,b), is a search framework based on iterative destroy and repair phases, that has been successfully employed for solving various VRP variants (Aksen et al., 2014; Goeke and Schneider, 2015; Ko¸c, 2016).
P	We use the random, worst-distance, worst-time, Shaw, proximity-based, demand-based, time-based, zone, random route and greedy route removals which have been used in related studies (Demir et al., 2012, Eme¸c et al., 2016, Keskin and C¸ atay, 2016).
P	We employ greedy, regret-2 and time-based insertion operators, as proposed in Keskin and C¸ atay (2016).
P	We use the greedy station insertion presented in Keskin and C¸ atay (2016).
P	The Fixed-Route Vehicle-Refueling Problem was introduced by Suzuki (2014) and later studied by Bruglieri et al. (2016), Montoya et al. (2017), Ko¸c et al. (2018), and Keskin and C¸ atay (2018) to enhance the routing decisions.
P	We used the piecewise linear charging function for fast chargers proposed in Montoya et al. (2017).
O	We apply a scaling such that the recharging rate during the last piece is equal to the rate applied in Schneider et al. (2014) data.
O	Furthermore, we assumed a battery whose SoC interval between 10% and 90% corresponds to the full capacity value used in Schneider et al. (2014).
P	We adopt the objective function coefficients of Ta¸s et al. (2013).
O	In Feng and Figliozzi (2013), a conventional vehicle and an EV are compared for their fuel consumptions and purchase prices.
O	The parameters of the discrete uniform distributions from which the number of customers to be removed is drawn are set as nc = min{0.1|N|, 30} and ¯nc = min{0.4|N|, 60}, similar to Eme¸c et al. (2016).
N	Desaulniers et al. (2016) highlighted the minor influence of wide time-window constraints on recharging decisions
O	Hence we decided to use instances with narrow time windows in our experimental study, and we randomly selected four instances from each data set of C1, R1, and RC1 of the Schneider et al. (2014) instances.
O	A wide range of economic organizations manage cash for operational, precautionary and speculative purposes (Keynes, 1936).
O	Since the seminal works by Baumol (1952) and Miller and Orr (1966), cash management models follow a inventory control approach.
P	The bound-based control approach is based on the strong assumption of a particular probability distribution for cash flows, which is usually assumed to be a normal, independent and stationary cash flow as in Miller and Orr (1966), Baccarin (2009), Premachandra (2004).
O	Surprisingly, the use of empirical data sets in cash management research is limited to recent contributions such as Gormley and Meade (2007) and Salas-Molina et al. (2017), in which alternative forecasters are used to obtain predictions as a key input to cash management models, and Salas-Molina et al. (2016), in which a multiobjective approach to the cash management problem is proposed.
O	Instead of fitting forecasters as in Gormley and Meade (2007) and Salas-Molina et al. (2017), we here fit cash management models.
P	Furthermore Gormley and Meade (2007) proposed a bound-based model using forecasts as a key input and they used genetic algorithms to find sufficiently good bounds.
P	On the other hand, Salas-Molina et al. (2016) used simulation techniques and the Miller and Orr (1966) model within a multiobjective framework considering not only the cost but also the risk of alternative policies.
P	A paradigmatic case is deep learning because it requires very little engineering and it can take advantage of computational power and data availability (LeCun et al., 2015, Schmidhuber, 2015).
P	On the other hand, random forests are also an interesting technique based on an ensemble of slightly different decision trees (Ho, 1998, Breiman, 2001). 
O	Relevant related works are those based on stochastic programming (SP) to address different cash management problems as in Golub et al. (1995), Gardin et al. (1995), Gondzio and Kouwenberg (2001) and Castro (2009).
O	In these works, the authors rely on SP and a set of previous realizations of random variables to improve current techniques to manage cash (e.g. in automatic teller machines in the case of Castro (2009)).
N	A further advantage of our proposal is that the solution provided is a cash management model of the Miller and Orr (1966) type.
N	This fact avoids the drawback of solving a new (possibly large) problem at each time step when information about a new initial condition is available according to the so-called receding horizon philosophy (Bemporad and Morari, 1999, Camacho and Bordons, 2007).
O	In addition, our approach can be extended to fit other cash management models such as the one proposed by Stone (1972) or by Gormley and Meade (2007).
O	The policy to deploy is elicited by averaging the output of randomly trained models similarly to the methods used in machine learning to train random forests (Ho, 1998, Breiman, 2001).
P	As a benchmark, we use the equations proposed by the Miller and Orr (1966) model to obtain a set of three bounds
P	The Miller and Orr model was the first stochastic cash management model and it has become a framework for subsequent research in cash management (some recent examples are Premachandra (2004), da Costa Moraes and Nagano (2014)).
P	While other models propose a higher number of bounds (see e.g. Eppen and Fama (1969), Stone (1972)), the Miller and Orr model is based on only three control bounds allowing us to limit the number of decision variables and constraints for illustrative purposes.
P	Miller and Orr (1966) proposed a model to control balances for the twoassets system in Figure 1 by assuming that stochastic cash flows ft are generated by a stationary random walk with standard deviation σ.
O	Following the recommendations in Gormley and Meade (2007), we use an indicator function Iq that takes value one when condition q holds, zero otherwise, to rewrite objective function in equation (1) as follows:
P	Miller and Orr (1966) proposed a bound-based model by showing that the optimal policy (when cash flows follow a stationary random walk with standard deviation σ) is obtained by defining three control bounds L, Z and H.
O	Although Miller and Orr set lower limit L to zero in their work, a real cash manager should set a lower limit above zero for precautionary motives as recommended in Ross et al. (2002).
O	After setting lower limit L for precautionary purposes and by minimizing objective function (2) with respect to policy x, Miller and Orr (1966) showed that the optimal policy is given by equation (4) with parameters Z and H set as follows:
N	In what follows, we consider a more general approach than Miller and Orr (1966) with respect to cost functions as described in recent cash management works (see e.g. Gormley and Meade (2007), Salas-Molina et al. (2016)).
O	Within a general formulation of a stochastic problem (Birge and Louveaux, 2011), we have to make decisions under some degree of uncertainty.
O	Then, we need to formulate a multistage stochastic problem with τ time steps (Castro, 2009).
P	Following the recommendations in Ross et al. (2002) about the Miller and Orr model, we also set a minimum cash balance for precautionary purposes.
O	Selecting random subspaces of the input data space has been fruitfully used to construct decision tree models (Ho, 1998, Breiman, 2001).
O	Furthermore, ensemble methods are learning algorithms that construct a set of models and then predict by taking a possibly weighted average of their predictions (Dietterich, 2000).
O	Taking a uniform sample with replacement as in bagging (Breiman, 1996), or weighting the observations to produce a biased selection similarly to boosting (Freund and Schapire, 1996), are suitable procedures.
O	The goodness of fit is usually evaluated by the predictive accuracy that refers to how well the model is able to reproduce the data used to fit the model (Makridakis et al., 2008).
O	By comparing performances of models to trivial strategies, we are implicitly checking if cash management models are worthwhile along the lines of Daellenbach (1974). 
O	Unlike training and test set splitting, cross-validation estimates the generalization power of a model by performing multiple splits (Hastie et al., 2009, Provost and Fawcett, 2013).
N	In this section, we describe a case study based on a real cash flow data set from an industrial company in Spain that has been recently used in Salas-Molina et al. (2017).
O	All the experiments in this case study are performed on Jupyter Notebooks executed on a CPU Intel Core Duo E8400 at 3 GHz with 4 GB of RAM under operating system Windows 10 Professional 64 bits. Mathematical programs are solved through the Python interface of Gurobi optimization software (Gurobi Optimization, Inc, 2017).
P	According to the recommendations in Ross et al. (2002), we set a lower bound L for precautionary purposes.
O	A suitable way to do it is setting a value proportional to the empirical standard deviation of cash flows along the lines of Ben-Tal and Nemirovski (1999), Ben-Tal et al. (2009) for robust optimization.
O	Let us consider as abnormal cash flows those with absolute value above five standard deviations as recommended in Gormley and Meade (2007).
O	The application of BPMs can be found in the areas such as semiconductor manufacturing (Lee et al., 1992), steel casting industries (Mathirajan and Sivakumar, 2006; Mathirajan et al., 2007), shoe factory (Fanti et al., 1996), parallel computing (Al-Salamah, 2015), batch delivery (Joo and Kim, 2017) and multi-layer ceramic capacitor production (Koh et al., 2004). 
O	The typical application of BPMs is in the final testing phase of semiconductor manufacturing, which is known as burn-in model (Uzsoy, 1994).
O	For example, jobs with higher priority should be processed before jobs with lower priority (Azizoglu and Webster, 2001) and the quality requirement levels are different for military orders and civilian orders. 
O	Thus, due to the logistical, management and technical constraints, jobs with different requirements cannot be processed in the same batch (Li and Chen, 2014b) and these jobs are called from incompatible job families.
O	In order to decrease the manufacturing cost and to improve customer satisfaction, mass customization is an effectively way of producing goods and services to match individual customer’s requirements with near mass production efficiency (Tseng and Jiao, 2007).
N	As the problemis strongly NP-hard even for the problem with identical job size 1|batch(b)|Lmax (Pinedo, 2008), we mainly focus on heuristics and improved heuristics to solve the problem under study in a reasonable CPU time.
P	The problem of scheduling batch processing machine derived from burn-in operation in large scale integrated circuits was first introduced by Lee et al. (Lee et al., 1992) in which jobs are of the same size and non-identical processing time.
O	Then problems considering non-identical job sizes were studied by Uzsoy (Uzsoy, 1994) for the objective of minimizing makespan and total completion time.
O	The problem was proven to be NP-hard, thus various effective heuristics including FFLPT (First Fit Longest Processing Time) (Uzsoy, 1994) and BFLPT (Best-Fit Longest Processing Time) (Dupont and Ghazvini, 1998) were commonly used to solve the BPM scheduling problem.
O	Different meta-heuristics (Jiang et al., 2017; Zhou et al., 2016) have been introduced to solve the problem as well and the problem has also be extended to multi-machine environment (Zhou et al., 2017) and different objectives (Parsa et al., 2017; Li et al., 2017).
O	Batch processing machine scheduling with jobs from incompatible job families has been encountered in various production environments, such as heat treatment facilities in steel casting industries (Mathirajan and Sivakumar, 2006; Mathirajan et al., 2007), "bake out" operation in the multi-layer ceramic capacitor (MLCC) manufacturing process (Koh et al., 2004; Koh et al., 2005), etc.
O	Motivated by the operation of diffusion in wafer fabrication, the problems of scheduling BPM with jobs from incompatible job families were studied by Uzsoy (Uzsoy, 1995) for the objectives of minimizing Cmax, Lmax and Ci.
O	The objective of maximum lateness on parallel batch machines with incompatible job families was considered by Malve and Uzsoy (Malve and Uzsoy, 2007).
O	The problem of minimizing the weighted and unweighted number of tardy jobs on a single batch processing machine was studied by Dauzere-Peres and Moench (Dauzere-Peres and Moench, 2013).
O	Jia et al. (Jia et al., 2016) studied the problem of minimizing makespan in parallel batch machines.
O	The problem of considering regular sum objective for batch machine scheduling problems with incompatible job families was studied by Mönch et al. (Moench and Roob, 2018).
O	Due to the significant economic impact of burn-in operation scheduling, Azizoglu and Webster (Azizoglu and Webster, 2001) described a branch and bound procedure to minimize the total weighted completion time on a batch processing machine and jobs in a given family had identical job processing time and arbitrary job sizes.
O	For the burn-in mode with jobs having non-identical job processing time, the problem of scheduling families jobs to minimize the makespan was studied by Nong (Nong et al., 2008).
O	Motivated by the burn-in operation, the problem of minimizing makespan, total rejection penalty (Li and Chen, 2014a) and weighted number of tardy jobs (Li and Chen, 2014b) were studied by Li et al.
O	Cheng et al. (Cheng et al., 2014) considered the scheduling problem of minimizing makespan and total batch completion time on a batching machine with non-identical jobs from multiple incompatible families and batch processing time was determined by the job with the longest processing time in the batch.
O	The machine is a parallel-batching (i.e., p-batch) machine (Lee et al., 1992) which can process a set of jobs simultaneously as a batch.
O	Using the standard three-field α/β/γ notation (Graham et al., 1979), the problem under study can be denoted as 1/sj,pj,fij,dj,p-batch/Lmax.
O	The lower bound of batch number in scheduling BPM can be generated by splitting each job into unit size jobs (Koh et al., 2005).
O	A tighter lower bound of batch number can be generated by placing large jobs in a single batch whose residual capacity cannot accommodate the smallest job of the job family (Li et al., 2013).
O	The upper bound of batch number v can be obtained by using algorithm NFEDD (Next Fit Earliest Due Date) based on Next Fit algorithm (Johnson, 1973).
P	The well-known EDD rule can then be applied to optimize stage 2 (Ghosh and Gupta, 1997).
O	As illustrated in algorithm LB, batches in LB(I) have been also arranged in EDD order, which is optimal for the problem of 1|| Lmax (Pinedo, 2008).
O	Considering the good performance of EDD rule (Uzsoy, 1995) for the objective of Lmax.
P	The Capacitated Vehicle Routing Problem (CVRP) is classically described as a combination of a Traveling Salesman Problem (TSP) with an additional capacity constraint which lends a Bin Packing (BP) substructure to the problem (Toth and Vigo 2014).
O	It can be seen as a Set Partitioning (SP) problem in which the cost of each set corresponds to the distance of the associated optimal TSP tour (Balinski and Quandt 1964).
P	These problem representations emphasize the two decision sets at play: customer-to-vehicle Assignments, and Sequencing choices for each route (Vidal et al. 2013b), a duality that has left long-standing impressions in the literature, from the early developments of route-first cluster-second (Bodin and Berman 1979, Beasley 1983) and cluster-first route-second constructive methods (Fisher and Jaikumar 1981), all the way to the set-covering-based exact methods and matheuristics which are currently gaining popularity.
O	These partial solutions can be viewed as a projection (Geoffrion 1970) of the original solutions S on the space SA defined by a single decision subset (Assignment).
O	Rather than requiring a complete exact solution of each TSP, the dynamic programming approach of Balas and Simonetti (2001), hereafter referred to as B&S, can be employed to perform a restricted route optimization during move evaluations.
O	To evaluate experimentally the potential of the new search spaces, we conduct experiments with a simple local search (LS), and with the unified hybrid genetic search (UHGS) of Vidal et al. (2012, 2014).
O	The exploration of the search spaces S B k for k ∈ {1, . . . , 3} appears to lead to solutions of higher quality on the new instances from Uchoa et al. (2017).
P	Route-first cluster-second algorithms (Bodin and Berman 1979, Beasley 1983) first produce a giant TSP tour, before subsequently assigning consecutive visits into separate trips to produce a complete solution.
O	In cluster-first route-second methods (Fisher and Jaikumar 1981), a clustering algorithm is employed to group customer visits into clusters, followed by TSP optimizations.
O	Finally, petal algorithms (Foster and Ryan 1976, Renaud et al. 1996) are based on an a-priori generation of candidate routes (petals), followed by the solution of a set partitioning problem.
O	Petal algorithms have been naturally extended into hybrid metaheuristics: high-quality routes are extracted from local minima instead of being enumerated in advance, and the solution of the associated set partitioning problems fulfills the role of a large neighborhood search (see, e.g., Ahuja et al. 2002, Muter et al. 2010, Subramanian et al. 2013).
P	Vidal et al. (2013b) established a review of the classical variants and their associated constraints, objectives, and decision sets, called attributes.
O	The attributes were classified in relation to their impact on Sequencing, Assignment decisions, and Route evaluations in heuristics, leading to a structural problem decomposition which serves as a basis for the Unified Hybrid Genetic Search (UHGS) algorithm of Vidal et al. (2014) and allows to produce state-of-the-art results for dozens of VRP variants.
O	Many problem attributes come jointly with new decision subsets, e.g., when optimizing vehicle routing with packing, timing or scheduling constraints (Goel and Vidal 2014, Pollaris et al. 2015, Vidal et al. 2015b), visit choices (Vidal et al. 2016, Bulh˜oes et al. 2018) or service-mode choices (Vidal et al. 2015a, Vidal 2017).
O	Exponential-size neighborhoods have a long history in the combinatorial optimization literature (Deineko and Woeginger 2000, Ahuja et al. 2002, Bompadre 2012).
P	Gutin and Yeo (2003) proved that, for the TSP, no neighborhood of cardinality at least (n − k)! for a given constant k can be searched unless NP ⊂ P/poly.
O	The neighborhood of Balas and Simonetti (2001) is an exponential-size neighborhood for the TSP.
P	Balas and Simonetti (2001) performed extensive experiments, and demonstrated that this dynamic programming procedure can be used as a stand-alone neighborhood to improve high quality local minima of the TSP and its immediate variants.
O	Gschwind and Drexl (2016), and Hintsch and Irnich (2017) employed this neighborhood to solve arc-routing problems with possible cluster constraints, and dial-a-ride problems.
O	Only in one conference presentation (Irnich 2013), the possibility of using the B&S neighborhood in combination with some classical CVRP moves has been highlighted, but the performance of such an approach remains largely unexplored.
O	This algorithm can be readily extended into a wide range of vehicle routing metaheuristics, e.g., tabu search, iterated local search, or hybrid genetic algorithm (Gendreau and Potvin 2010, Laporte et al. 2014).
O	In light of these observations, we have conducted computational experiments on search space S B k , using the dynamic programming algorithm of Balas and Simonetti (2001) to decode each solution, as well as on search space S A using the TSP solver Concorde (Applegate et al. 2006).
O	As detailed in Vidal et al. (2013a), and in a similar way as Johnson and McGeoch (1997) and Toth and Vigo (2003), the search can be restricted to a subset of these moves that reconnect at least one vertex i with a vertex j belonging to the Γ closest vertices of i.
P	We use the concatenation strategy of Vidal et al. (2014, 2015b) to perform efficient cost- and load-feasibility evaluations.
O	As in Vidal et al. (2014), Equations (3–6) are first employed iteratively, in lexicographic order, to obtain information concerning all sequences during the preprocessing phase.
O	The function Hp is a multiplicative hash which depends on the visit permutation (Knuth 1973).
O	In the second case, ρ is set to 31 (multiplier of Kernighan and Ritchie 1988).
O	Guidance techniques are a set of strategies which analyze and exploit the search history to direct the search towards promising or unexplored regions of the search space (Crainic and Toulouse 2008). 
O	For these tests, we considered the simple local search (LS) described in Section 3, as well as a more advanced metaheuristic, the UHGS of Vidal et al. (2012, 2014).
P	To solve the TSP problems when considering the space S A, we used the Concorde solver (Applegate et al. 2006).
O	To conduct the experiments with the UHGS-BS, we used the code base made available at https://github.com/vidalthi/HGS-CARP, from Vidal (2017).
O	As an initial solution, we used the result of the savings algorithm of Clarke and Wright (1964).
O	We considered the 100 recent benchmark instances of Uchoa et al. (2017), as these instances remain highly challenging for metaheuristics and cover a larger variety of instance size and characteristics: demand and customer distribution, depot location, and route length.
P	The leftmost graph represents the percentage gap in terms of solution quality, relative to that of the best known solution (BKS) collected from Uchoa et al. (2017): Gap = 100 × (z − zbks)/zbks, where z is the solution value of the method and zbks is the BKS value. 
P	Finally, this section reports detailed results of UHGS-BS, using the baseline configuration and the tunneling strategy, on the complete set of 100 instances proposed by Uchoa et al. (2017).
O	The results of UHGS-BS are compared to that of the current state-of-the-art algorithms: the hybrid Iterated Local Search (ILS) proposed by Subramanian et al. (2013), and the original UHGS of Vidal et al. (2012, 2014), which were executed 50 times for each instance.
N	Based on the single-thread Passmark benchmark (PassMark software 2018), our CPU is approximately 33% faster than the Intel i7-3960X 3.30 GHz used by Uchoa et al. (2017). 
O	This effort could be mitigated if good and fast lower bounds were proposed for the cost of the routes, therefore permitting to filter a large proportion of moves as in Vidal (2017). 
O	To cope with these complex disaster situations, various types of studies have been carried out in the field of industrial engineering, operations research, management science, and computer science, among others (Altay and Green 2006; Caunhye et al. 2012).
O	Especially, to reduce further damage in the post disaster period, the research in the following areas has been conducted: evacuation planning, relief distribution, casualty transportation, and facility location problems (Hamacher and Tjandra 2001; Osman and Ram 2017; Sheu 2007; Rath and Gutjahr 2014; Yi and Kumar 2007; Talarico et al., 2015; Balcik and Beamon 2008; Rancourt et al., 2015).
O	However, Holguin-Veras et al. (2012) pointed to insufficient research on responses after disasters.
O	Galindo and Batta (2013) also explained that research efforts dealing with recovery after disasters have not received sufficient attention compared to research focusing on the distribution of relief goods.
O	Especially in rural areas, where road networks are sparse and supply chains are limited, the road-network repair should be implemented immediately after man-made or natural disasters because the road destruction can contribute to a high possibility that people will be completely isolated (Kim et al., 2018).
P	In a previous study on the repair of a destroyed network, Aksu and Ozdamar (2014) developed a mathematical model to maximize network accessibility for the evacuation of survivors and the removal of roadside debris.
O	Yan and Shih (2012) developed an integer network flow model with side constraints, to deal with the roadway repair problem, and an ant colony system based hybrid algorithm, to solve the large-scale data efficiently.
P	Duque et al. (2013) proposed a problem for improving path accessibility by developing a knapsack problem based heuristic and a Variable Neighborhood Search (VNS).
P	Avci and Avci (2017) developed the Greedy Randomized Adaptive Search Procedure (GRASP) to solve efficiently a traveling repairman problem with profits.
P	Kim et al. (2017) proposed a repair crew scheduling problem by considering time-varying aspects of the disaster.
O	Karlaftis et al. (2007) pointed out that the importance of resource allocation is undervalued in the existing disaster recovery research and suggested a resource allocation method for road destruction recovery in urban areas.
O	Duque and Sörensen (2011) considered resource allocation issues for repair of disaster-affected rural road networks.
P	Chou et al. (2014) developed Biological-based Genetic Algorithms (BGA) dealing with resource allocation problems in disaster response
P	The BGA developed by Chou et al. (2014) outperformed other solution procedures in cases of the allocation problem.
P	Zhou et al. (2017) developed the emergency resource scheduling problem for a case of multiple periods in which unsatisfied demand and risk for choosing the destroyed road were minimized and optimal roads to rescue were efficiently selected.
O	To minimize additional damages, it is critical to consider not only the repair operations in inaccessible areas but also the scheduling of relief goods delivery to the areas in need (Yan and Shih 2009).
O	The mathematical model considering the repair crew problem developed in this research was influenced by the working paper of Duque et al. (2014).
O	Duque et al. (2016) claimed that the proposed mathematical model is intractable even for the small-scale data and did not include the model in their paper; rather, instead of presenting a mathematical model, they proposed Dynamic Programming for small- and medium-scale data and the Iterated Greedy-Randomized Constructive Procedure for the largescale data. For the research presented herein, the model proposed by Duque et al. (2016) is extended with the added concept of the transportation of relief goods.
O	In a previous study from Duque et al. (2016), the objective function was expressed as the product of the weights, each denoted as wi, for each demand node and the times that the demand nodes become accessible.
O	To verify the solution of the MILP, a numerical experiment solving the small-scale data was conducted. Fig. 3 shows the network data for the numerical experiment (Kim et al., 2017).
O	In the first stage, according to Duque et al. (2016), the repair sequence by the repair crew for the destroyed nodes is determined. 
P	The ACO algorithm is one of the meta-heuristic algorithms that is based on a process of the natural world. It was first proposed by Dorigo and Gambardella (1997). 
O	According to Dorigo and Gambardella (1997a,b) and Dorigo and Di Caro (1999), the ACO algorithm outperformed other metaheuristics for TSP cases.
P	In addition, according to many survey papers in the literature, such as those from Mohan and Baskaran (2012) and Neto and Godinho Filho (2013), the ACO algorithm has shown good results in solving a TSP and related variants.
P	Donati et al. (2008) developed the ACO algorithm to solve the time-dependent VRP.
O	Gajpal and Abad (2009) also studied the VRP with pickup and delivery by the ACO algorithm.
O	Bontoux and Feillet (2008) applied the ACO algorithm to the generalized TSP, namely traveling purchaser problem.
O	Balseiro et al. (2011) combined the ACO algorithm with an insertion heuristic to avoid infeasible solutions at the final stage of the algorithm.
O	The procedure for determining the pheromone is similar to that described by Dorigo and Gambardella (1997).
P	In terms of an extension, the solution approach that Duque et al. (2016) developed only took into account the accessible time of the demand area.
O	For example, k-median (or min sum) and k-center (or min max) as two prominent FL problems have been applied to public facilities and emergency facilities, respectively (Daskin, 2001; Farahani et al., 2010; Davoodi et al., 2011).
O	Thus, to manage the traffic in the network, the antennas need to have similar network load (Bortnikov et al., 2012; Kleinberg et al., 1999).
P	This case may happen in locating fire stations, hospitals, banks, stores, educational, cultural and sport centers, and it is very important in Territory Design (Kalcsics et al., 2005).
N	However, there are some assignment studies like balanced k-center and Tolerant k-center problems (Barilan et al., 1993; Fernandes et al., 2018) in which the assignment rules do not follow the mentioned closest center rule.
O	For a given set of demand points (clients) and a set of potential facility points, in a k-center problem or min max objective FL, the goal is to open k facility centers such that the maximum distance between each client and its closest opened center is minimized (Daskin, 2001; Farahani et al., 2010).
O	This problem is also called k-supplier problem, particularly when the locations of clients and centers are distinct (Nagarajan et al., 2013).
P	When k is a part of the input, the NP-completeness of the k-center problem has been proved (Megiddo and Supowit, 1984; Fowler et al., 1981), and for a constant value k, efficient algorithms have been proposed, e.g., a linear time algorithm for the 1-center problem in the continuous space has been proposed by Megiddo (Megiddo, 1983).
P	For the 2-center problem, Ben-Moshe et al. (2005) proposed an O(nlog 2n) time algorithm, where n is the number of clients.
P	Also, Hwang et al.(1983) proposed an exact O(n √ k ) time algorithm by using a dividing approach.
P	Further, many approximation and heuristic algorithms have been proposed for the k-center problem, e.g., see (Drezner, 1984; Daskin, 2000; Vazirani, 2013).
O	In addition to these studies, there have been multi-objective facility location problems containing a min max objective (Bello et al., 2011; Roostapour et al., 2016).
P	Marín (2011) for the first time proposed the k-balanced problem in 2011.
P	Filipovic´ et al. (2012) proposed a combined heuristic method of a genetic algorithm with an interchange heuristic for the balanced allocation problem.
P	The method was a variable neighborhood search heuristic which utilizes a shaking neighborhood technique in order to avoid getting stuck in local optima which later was improved by Kratica et al. (2012).
P	For example, Miškovic´ and Zorica (2015) and Barbati and Piccolo (2016); Barbati (2013); Barbati et al. (2015) focused on equality measures (such as distance and arrival time) in location problems and proposed different integer programs, along with memetic and heuristic algorithms.
O	Zhou et al. (2002) used a genetic algorithm to provide a balance of transportation cost and customer service.
O	To the best of our knowledge, there is no complexity result on the mentioned balance objectives, while NP-completeness of min max objective (F1) was proved (Megiddo and Supowit, 1984; Fowler et al., 1981).
O	It is notable that an approach for solving k-BCL, particularly k − BCL12, is the ε − constraint approach (Miettinen, 1999).
O	By applying ε − constraint approach to solve k − BCL12 problem and transforming F2(C) into the constraint, a known problem, called capacitated k-center problem (Khuller and Sussmann, 2000; Özsoy and Pınar, 2006), is obtained. In fact, F2(C) which is minimizing the maximum number of clients assigned to each center, can be seen as the maximum capacity of each center, however, each center may have its own capacity.
O	To this end, we use the fact that problems of minimum vertex cover and minimum dominating set on cubic planar graphs are NP-complete (Alimonti and Kann, 2000; Masuyama et al., 1981) (see also the appendix).
